匹配度指标,结果指标,Pearson相关系数,Pearson_p值,Spearman相关系数,Spearman_p值,样本量
匹配度_比值,D4,0.26906886970189514,0.093171411908511,0.1911019638509476,0.23750987857158257,40
匹配度_比值,D14,0.16540333835637433,0.3077390106220025,0.07383085518699631,0.6507221131186121,40
匹配度_比值,P4,-0.26929827896861935,0.09288196069387236,-0.12977386270038566,0.42480134741275044,40
匹配度_比值,总分,-0.09300366919704163,0.5681390807169467,0.05028850263244635,0.757959053180583,40
发展_治理_差值,D4,-0.03237316125473334,0.8428062743942721,-0.03332082375593634,0.8382648792957184,40
发展_治理_差值,D14,-0.0482640334123487,0.7674275065856528,-0.06135372209948614,0.7068536516325045,40
发展_治理_差值,P4,0.0497761923462534,0.7603518996136294,-0.009852679380723423,0.9518854492340278,40
发展_治理_差值,总分,-0.2487055333130841,0.12174214735104988,-0.23117699717602203,0.15121471603468906,40
